"ReportType","AnomalyType","Site","ItemNumber","ItemDescription","ItemType","Supplier","SupplierName","ScheduleNumber","ScheduleLine","PONumber","POLine","Metric1Label","Metric1Value","Metric2Label","Metric2Value","Metric3Label","Metric3Value","EarliestDate","LatestDate","Action"
"ISSUE","STALE_RELEASE","2798","5328345-1800D6_V","SPORTS UNI F1 D38 CKS","RM","409321","Sage Automotive Interiors, R","","","55105082","4","ReleaseID","20240517-003","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5328345-1800Y5_V","SPORTS UNI F1 D38 CKS","RM","409321","Sage Automotive Interiors, R","","","55105082","3","ReleaseID","20240517-003","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5333099","PSA OV51 ARM","RM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","75","ReleaseID","20240704-001","","","","","15/07/2024 00:00:00","15/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5333099","PSA OV51 ARM","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106566","4","ReleaseID","20250331-001","","","","","07/04/2025 00:00:00","07/04/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5364243","RARM Opel OV52","RM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","76","ReleaseID","20240704-001","","","","","15/07/2024 00:00:00","15/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5364243","RARM Opel OV52","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106566","3","ReleaseID","20250331-001","","","","","20/05/2025 00:00:00","20/05/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5477538","CDPO ARMREST","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106566","1","ReleaseID","20250403-001","","","","","20/05/2025 00:00:00","20/05/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5487468-1U_L","PAT RR AR L551 WINDSOR","No BOM","336182","Howe Slovensko s.r.o.","","","55104134","2","ReleaseID","20220214-001","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5487468-3C_L","PAT RR AR L551 WINDSOR","No BOM","336182","Howe Slovensko s.r.o.","","","55104134","3","ReleaseID","20220214-001","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5487468-H7_L","PAT RR AR L551 WINDSOR","RM","336182","Howe Slovensko s.r.o.","","","55104134","1","ReleaseID","20220214-001","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5576914","soft lock LH","RM","407209","ORO PLASTIKA D.O.O.","","","55105715","6","ReleaseID","20250314-001","","","","","21/03/2025 00:00:00","21/03/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5577217","soft lock RH","RM","407209","ORO PLASTIKA D.O.O.","","","55105715","7","ReleaseID","20250314-001","","","","","21/03/2025 00:00:00","21/03/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5579027","MMA ARM UPPER","No BOM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106582","1","ReleaseID","20240815-001","","","","","04/04/2025 00:00:00","04/04/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5579027","MMA ARM UPPER","No BOM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55108691","7","ReleaseID","20250404-001","","","","","05/04/2025 00:00:00","05/04/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5579051","MMA ARM LOWER","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106582","2","ReleaseID","20240815-001","","","","","04/04/2025 00:00:00","04/04/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5579051","MMA ARM LOWER","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55108691","4","ReleaseID","20250404-001","","","","","20/05/2025 00:00:00","20/05/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5603890","CDPO P74 ARM","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106566","2","ReleaseID","20250403-001","","","","","20/05/2025 00:00:00","20/05/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5603906","ARM METAL BRACKET P74","No BOM","414405","UKS Stamping SRL","","","55106146","1","ReleaseID","test","","","","","08/08/2024 00:00:00","08/08/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5649893-180020_I","MORK F2-D26 CKS-G32","RM","300216","AUNDE Achter & Ebels GmbH","","","55103343","2","ReleaseID","20230413-002","","","","","22/04/2024 00:00:00","22/04/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5661139","UPPER FOAM AR 280MM","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55108691","1","ReleaseID","20250404-001","","","","","05/04/2025 00:00:00","05/04/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5661140","LOWER FOAM AR 280MM","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55108691","2","ReleaseID","20250404-001","","","","","05/04/2025 00:00:00","05/04/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5692601","bushing","RM","407209","ORO PLASTIKA D.O.O.","","","55105715","8","ReleaseID","20250314-001","","","","","21/03/2025 00:00:00","21/03/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5707567","FOAM PAD","RM","2189","ADIENT AUTOMOTIVE ROMANIA","","","55106582","5","ReleaseID","20250404-001","","","","","20/05/2025 00:00:00","20/05/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5722609-140020_I","STAR-LIGHT F2-D26 CKS","RM","300216","AUNDE Achter & Ebels GmbH","","","55103343","3","ReleaseID","20230413-002","","","","","22/04/2024 00:00:00","22/04/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5817620-B49_D","LTH-NAPPA-TYPB","No BOM","344503","BADER Polska Sp. z.o.o.","","","55106025","1","ReleaseID","20251016-001","","","","","15/10/2025 00:00:00","15/10/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5817621-B49_D","LTH-NAPPA-TYPB","No BOM","344503","BADER Polska Sp. z.o.o.","","","55106025","3","ReleaseID","20251016-001","","","","","15/10/2025 00:00:00","15/10/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5817623-B49_D","LTH-NAPPA-TYPB","No BOM","344503","BADER Polska Sp. z.o.o.","","","55106025","2","ReleaseID","20251016-001","","","","","15/10/2025 00:00:00","15/10/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5824020-N_P","MISP LBL HR HEIGHT 33 RP","RM","325834","Franz Barta GmbH","","","55106379","1","ReleaseID","20240223-001","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834958-20_P","RHR CENTER Glattled/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","51","ReleaseID","1","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834958-A20_P","RHR CENTER Glattled/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","94","ReleaseID","20250529-003","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834958-A41_P","RHR CENTER Glattled/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","53","ReleaseID","20250529-003","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834958-A70_P","RHR CENTER Glattled/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","55","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834958-A71_P","RHR CENTER Glattled/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","52","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834958-A78_P","RHR CENTER Glattled/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","54","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834960-20_P","RHR CENTER Glattled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","56","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834960-A20_P","RHR CENTER Glattled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","61","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834960-A41_P","RHR CENTER Glattled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","58","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834960-A70_P","RHR CENTER Glattled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","60","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834960-A71_P","RHR CENTER Glattled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","57","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834960-A78_P","RHR CENTER Glattled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","59","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5834961-A35_P","RHR CENTER Clubled full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","62","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838133-20_P","FHR Glattleder/vinyl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","3","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838133-A41_P","FHR Glattleder/vinyl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","5","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838133-A70_P","FHR Glattleder/vinyl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","7","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838133-A71_P","FHR Glattleder/vinyl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","4","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838133-A78_P","FHR Glattleder/vinyl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","6","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838135-20_P","RHR OUTER Glattleder/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","27","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838135-A20_P","RHR OUTER Glattleder/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","92","ReleaseID","20250529-003","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838135-A41_P","RHR OUTER Glattleder/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","29","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838135-A70_P","RHR OUTER Glattleder/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","31","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838135-A71_P","RHR OUTER Glattleder/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","28","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838135-A78_P","RHR OUTER Glattleder/Vnl","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","30","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838138-20_P","FHR Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","8","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838138-A20_P","FHR Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","13","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838138-A41_P","FHR Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","10","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838138-A70_P","FHR Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","12","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838138-A71_P","FHR Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","9","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838138-A78_P","FHR Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","11","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838140-20_P","RHR OUTER Glattleder ful","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","32","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838140-A20_P","RHR OUTER Glattleder ful","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","37","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838140-A41_P","RHR OUTER Glattleder ful","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","34","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838140-A70_P","RHR OUTER Glattleder ful","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","36","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838140-A71_P","RHR OUTER Glattleder ful","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","33","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838140-A78_P","RHR OUTER Glattleder ful","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","35","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838143-A35_P","FHR Clubleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","14","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838145-A35_P","RHR OUTER Clubleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","38","ReleaseID","20250529-003","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838154-20_P","FHR Glattleder/Vnl LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","15","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838154-A41_P","FHR Glattleder/Vnl LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","17","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838154-A70_P","FHR Glattleder/Vnl LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","19","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838154-A71_P","FHR Glattleder/Vnl LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","16","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838154-A78_P","FHR Glattleder/Vnl LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","18","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838158-20_P","FHR Glattleder full LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","20","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838158-A41_P","FHR Glattleder full LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","22","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838158-A71_P","FHR Glattleder full LOGO","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","21","ReleaseID","2025-08-07","","","","","03/07/2025 00:00:00","03/07/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838161-A35_P","ARM Clubleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","69","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838165-20_P","ARM Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","63","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838165-A20_P","ARM Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","68","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838165-A41_P","ARM Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","65","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838165-A70_P","ARM Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","67","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838165-A71_P","ARM Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","64","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838165-A78_P","ARM Glattleder full","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","66","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","5838171-A35_P","RHR OUTER Clubled ful L","No BOM","2171","ADIENT SLOVAKIA s.r.o.","","","55104158","50","ReleaseID","20250617-002","","","","","19/06/2025 00:00:00","19/06/2025 00:00:00","Clear release ID or reactivate PO line"
